Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Total Rooms
Templestowe,303 Church Rd,5,h,2008000,S,Jellis,3/03/2018,15.5,3106,5,3,2,811,393,1990,Manningham City Council,-37.76815,145.14107,Eastern Metropolitan,6202,8
Templestowe,19 Wensley Ct,5,h,2102000,S,Jellis,3/03/2018,15.5,3106,5,3,4,831,380,1990,Manningham City Council,-37.77115,145.15826,Eastern Metropolitan,6202,8
Wheelers Hill,31 Alex Av,5,h,2100000,PI,Barry,3/03/2018,16.7,3150,5,5,2,644,416,2016,Monash City Council,-37.90532,145.19323,South-Eastern Metropolitan,7392,10
Williamstown,16 Hannan St,5,h,2720000,S,Jas,3/03/2018,6.8,3016,5,2,1,655,244,1910,Hobsons Bay City Council,-37.86605,144.88686,Western Metropolitan,6380,7
Doncaster,23 Frederick St,5,h,2250000,PI,Jellis,10/03/2018,12.4,3108,5,4,1,981,278,1974,Manningham City Council,-37.78983,145.1262,Eastern Metropolitan,9028,9
Doncaster East,55 Gedye St,5,h,1200000,SP,Barry,10/03/2018,14.3,3109,5,3,2,653,239,1980,Manningham City Council,-37.79751,145.14706,Eastern Metropolitan,10999,8
Glen Waverley,5 Wilfred Ct,5,h,815000,S,Barry,10/03/2018,16.7,3150,5,3,2,895,145,1978,Monash City Council,-37.89524,145.1587,Eastern Metropolitan,15321,8
Mill Park,5 Newhaven Ct,5,h,780000,S,HAR,10/03/2018,17.9,3082,5,2,2,681,175,1990,Whittlesea City Council,-37.67273,145.06998,Northern Metropolitan,10529,7
Tarneit,1 Northbridge Dr,5,h,610000,SP,Sweeney,10/03/2018,18.4,3029,5,2,2,550,214,2010,Wyndham City Council,-37.83753,144.66697,Western Metropolitan,10160,7
Wantirna South,48 Honey Av,5,h,1180501,SP,Barry,10/03/2018,14.7,3152,5,3,2,392,324,2012,Knox City Council,-37.88011,145.23567,Eastern Metropolitan,7082,8
Balwyn North,41 Harrington Av,5,h,2350000,VB,Marshall,17/02/2018,9.7,3104,5,2,2,1005,185,1950,Boroondara City Council,-37.79389,145.09822,Southern Metropolitan,7809,7
Blackburn North,12 Killeen Av,5,h,990000,PI,Nelson,17/02/2018,13.4,3130,5,2,2,544,153,1960,Whitehorse City Council,-37.80532,145.16109,Eastern Metropolitan,2867,7
Camberwell,2 Lyric Gr,5,h,2420000,PI,Marshall,17/02/2018,7.7,3124,5,2,3,930,248,1930,Boroondara City Council,-37.83924,145.06768,Southern Metropolitan,8920,7
Camberwell,144 Warrigal Rd,5,h,1550000,SP,Garvey,17/02/2018,7.7,3124,5,2,2,780,200,1970,Boroondara City Council,-37.84064,145.09714,Southern Metropolitan,8920,7
Cheltenham,46 Snowdon Dr,5,h,1360000,S,Ray,17/02/2018,17.9,3192,5,3,6,600,188,1970,Bayside City Council,-37.97306,145.08198,Southern Metropolitan,9758,8
Glen Waverley,11 Bunker Cr,5,h,1758000,SP,Harcourts,17/02/2018,16.7,3150,5,3,2,677,284,1975,Monash City Council,-37.88385,145.15088,Eastern Metropolitan,15321,8
Greenvale,30 Wallace Dr,5,h,700000,SP,Barry,17/02/2018,20.4,3059,5,2,2,600,300,2002,Hume City Council,-37.65137,144.89972,Northern Metropolitan,4864,7
Keilor East,112 Rachelle Rd,5,h,1750000,VB,Nelson,17/02/2018,11.7,3033,5,4,3,501,315,2009,Brimbank City Council,-37.73972,144.87343,Western Metropolitan,5629,9
Montmorency,1A McCarthy Gr,5,h,850000,VB,Jellis,17/02/2018,16.2,3094,5,2,2,800,177,1985,Banyule City Council,-37.72641,145.12511,Eastern Metropolitan,3891,7
Templestowe Lower,13 Morang Av,5,h,1600000,SP,Jellis,17/02/2018,12.4,3107,5,2,2,726,246,1970,Manningham City Council,-37.75959,145.10193,Eastern Metropolitan,5420,7
Balwyn,17 Relowe Cr,5,h,2801000,SP,Fletchers,17/03/2018,7.9,3103,5,2,2,1280,281,2006,Boroondara City Council,-37.80467,145.10322,Southern Metropolitan,5682,7
Balwyn North,45 Dight Av,5,h,3200000,VB,hockingstuart,17/03/2018,9.7,3104,5,3,2,680,168,1940,Boroondara City Council,-37.79895,145.08002,Southern Metropolitan,7809,8
Bentleigh,6 Gilbert Gr,5,h,2000000,VB,Buxton,17/03/2018,11.4,3204,5,3,2,665,332,2007,Glen Eira City Council,-37.92064,145.03146,Southern Metropolitan,6795,8
Bentleigh,12 Miles St,5,h,2275000,S,Jellis,17/03/2018,11.4,3204,5,3,3,705,389,1998,Glen Eira City Council,-37.92247,145.03051,Southern Metropolitan,6795,8
Brighton East,16 Clonaig St,5,h,2350000,VB,Marshall,17/03/2018,10.3,3187,5,2,3,1048,249,1925,Bayside City Council,-37.90381,145.0106,Southern Metropolitan,6938,7
Bundoora,89 Josef Av,5,h,760000,PI,Barry,17/03/2018,12.1,3083,5,3,2,521,521,1989,Banyule City Council,-37.68576,145.0524,Northern Metropolitan,10175,8
Caulfield South,11 Russell St,5,h,2050000,PI,Gary,17/03/2018,8.7,3162,5,3,2,579,327,2013,Glen Eira City Council,-37.90121,145.02462,Southern Metropolitan,5051,8
Craigieburn,37 Escapade Bvd,5,h,770000,S,Ray,17/03/2018,20.6,3064,5,2,2,589,405,2016,Hume City Council,-37.56926,144.91269,Northern Metropolitan,15510,7
Endeavour Hills,13 Wilkinson Wy,5,h,878000,S,LJ,17/03/2018,28.5,3802,5,3,2,659,347,,Casey City Council,-37.98218,145.25336,South-Eastern Metropolitan,8443,8
Epping,33 Abercrombie Gr,5,h,720500,S,Ray,17/03/2018,19.6,3076,5,2,2,349,290,2010,Whittlesea City Council,-37.62727,145.01607,Northern Metropolitan,10926,7
Frankston South,13 Buckingham Pl,5,h,825000,S,O'Brien,17/03/2018,38,3199,5,2,4,700,199,,Frankston City Council,-38.17185,145.14299,South-Eastern Metropolitan,7566,7
Greensborough,131 Warralong Av,5,h,931000,SP,Darren,17/03/2018,16.1,3088,5,3,2,533,256,1985,Banyule City Council,-37.71897,145.10378,Northern Metropolitan,8524,8
Greenvale,15 MacLaren Ct,5,h,800000,SP,Jason,17/03/2018,20.4,3059,5,2,3,870,317,1999,Hume City Council,-37.64775,144.9034,Northern Metropolitan,4864,7
Hillside,33 Allenby Rd,5,h,650000,PI,Barry,17/03/2018,18,3037,5,2,2,666,157,1998,Brimbank City Council,-37.70382,144.75342,Western Metropolitan,5556,7
Keilor East,4 Brees Rd,5,h,1080000,VB,Nelson,17/03/2018,11.7,3033,5,3,2,547,348,1970,Brimbank City Council,-37.75014,144.87182,Western Metropolitan,5629,8
Kew,18 Pakington St,5,h,2600000,VB,Marshall,17/03/2018,5.4,3101,5,2,2,660,221,1915,Boroondara City Council,-37.80427,145.03464,Southern Metropolitan,10331,7
Malvern,13 Wilks Av,5,h,6300000,S,RT,17/03/2018,5.9,3144,5,4,4,900,435,1930,Stonnington City Council,-37.84802,145.03341,Southern Metropolitan,4675,9
Newport,78 Anderson St,5,h,1680000,S,Williams,17/03/2018,6.2,3015,5,2,3,479,250,2015,Hobsons Bay City Council,-37.84456,144.87459,Western Metropolitan,5498,7
Strathmore,18 Glenview Rd,5,h,3300000,S,Nelson,17/03/2018,8.2,3041,5,5,2,1076,397,2015,Moonee Valley City Council,-37.73896,144.92131,Western Metropolitan,3284,10
Warrandyte,261 Tindals Rd,5,h,3250000,S,Barry,17/03/2018,21.1,3113,5,3,6,4330,417,1985,Manningham City Council,-37.76192,145.19617,Eastern Metropolitan,2003,8
Brighton,74 Well St,5,h,3800000,PI,Buxton,24/02/2018,10.5,3186,5,2,2,624,438,2000,Bayside City Council,-37.91852,144.99742,Southern Metropolitan,10579,7
Camberwell,2 Weafgreen Ct,5,h,2650000,VB,hockingstuart,24/02/2018,7.7,3124,5,3,6,677,242,1950,Boroondara City Council,-37.8371,145.09231,Southern Metropolitan,8920,8
Carnegie,58 Rosanna St,5,h,1630000,S,Marshall,24/02/2018,10.1,3163,5,3,2,743,283,1975,Glen Eira City Council,-37.89949,145.06272,Southern Metropolitan,7822,8
Donvale,10 Ellerton Ct,5,h,1898000,S,Ray,24/02/2018,16.1,3111,5,3,3,1366,290,1980,Manningham City Council,-37.77848,145.17597,Eastern Metropolitan,4790,8
Glen Waverley,25 Tulloch Gr,5,h,1000000,VB,Harcourts,24/02/2018,16.7,3150,5,2,2,362,195,1990,Monash City Council,-37.89877,145.15125,Eastern Metropolitan,15321,7
Hawthorn,29 Grove Rd,5,h,4630000,S,Marshall,24/02/2018,5.3,3122,5,3,2,613,160,2013,Boroondara City Council,-37.81457,145.02455,Southern Metropolitan,11308,8
Mernda,6 Sapling Pl,5,h,745000,S,HAR,24/02/2018,25.9,3754,5,2,2,564,251,2010,Whittlesea City Council,-37.61247,145.08782,Northern Metropolitan,5812,7
Montmorency,11 Luisa Ct,5,h,1180000,S,Jellis,24/02/2018,16.2,3094,5,3,2,1126,212,1980,Banyule City Council,-37.71617,145.12878,Eastern Metropolitan,3891,8
Mount Waverley,49 Bruce St,5,h,1760000,PI,Jellis,24/02/2018,14.2,3149,5,2,2,805,255,1994,Monash City Council,-37.88192,145.13394,Eastern Metropolitan,13366,7
Point Cook,54 Fongeo Dr,5,h,717760,S,MICM,24/02/2018,14.7,3030,5,2,2,476,188,2009,Wyndham City Council,-37.91058,144.74061,Western Metropolitan,15542,7
Preston,4 Evelyn St,5,h,1570000,SP,McGrath,24/02/2018,8.4,3072,5,3,2,564,317,1935,Darebin City Council,-37.7374,144.99115,Northern Metropolitan,14577,8
Sydenham,3 Steamtrain Cl,5,h,683000,S,Barry,24/02/2018,18,3037,5,2,2,730,179,1997,Brimbank City Council,-37.70087,144.76789,Western Metropolitan,3640,7
Templestowe Lower,4 Roma Ct,5,h,1350000,PI,Ray,24/02/2018,12.4,3107,5,2,2,805,250,1980,Manningham City Council,-37.76985,145.11006,Eastern Metropolitan,5420,7
Viewbank,43 Eamon Dr,5,h,1050000,S,Miles,24/02/2018,8.9,3084,5,3,2,576,208,1977,Banyule City Council,-37.73713,145.08957,Eastern Metropolitan,2698,8
Werribee,27 Sinns Av,5,h,640000,S,Ray,24/02/2018,14.7,3030,5,2,4,580,218,1970,Wyndham City Council,-37.90145,144.66978,Western Metropolitan,16166,7
Wheelers Hill,9 Walden Av,5,h,1400000,S,LLC,24/02/2018,16.7,3150,5,2,2,739,293,1980,Monash City Council,-37.89304,145.18475,South-Eastern Metropolitan,7392,7
Williamstown,13 Kingshott Cl,5,h,2020000,S,Greg,24/02/2018,6.8,3016,5,3,2,450,241,2015,Hobsons Bay City Council,-37.8618,144.87855,Western Metropolitan,6380,8
